Identifier,StructureData,,
Entry ID,Deposition Date,Refinement Resolution (Å),
"1FZK","2000-10-03","1.7"
"1FZM","2000-10-03","1.8"
"1FZO","2000-10-03","1.8"
"1G0X","2000-10-09","2.1"
"1G0Y","2000-10-09","3"
"1G5Z","2000-11-02","2.51"
"1G6R","2000-11-07","2.8"
"1G7P","2000-11-13","1.5"
"1G7Q","2000-11-13","1.6"
"1G84","2000-11-16"
"1G8Q","2000-11-20","1.6"
"1G9E","2000-11-23"
"1GCZ","2000-08-24","1.9"
"1GD0","2000-08-24","1.5"
"1GPO","1997-03-27","1.95"
"1GYF","1999-04-30"
"1H0T","2002-06-27"
"1H3T","2002-09-19","2.4"
"1H3U","2002-09-19","2.4"
"1H3V","2002-09-19","3.1"
"1H3W","2002-09-19","2.85"
"1H3X","2002-09-19","2.44"
"1H3Y","2002-09-19","4.1"
"1HA6","2001-03-28"
"1HDM","1998-09-09","2.5"
"1HH6","2000-12-21","2.6"
"1HQ4","2000-12-14","2.7"
"1HQR","2000-12-19","3.2"
"1HSB","1993-03-30","1.9"
"1HXM","2001-01-16","3.12"
"1HYR","2001-01-21","2.7"
"1HZF","2001-01-24","2.3"
"1HZH","2001-01-24","2.7"
"1I1A","2001-01-31","2.8"
"1I1C","2001-01-31","2.7"
"1I1F","1999-04-16","2.8"
"1I1Y","1999-04-16","2.2"
"1I3R","2001-02-15","2.4"
"1I3U","2001-02-16","1.95"
"1I3V","2001-02-16","2.03"
"1I4F","2001-02-21","1.4"
"1I7R","2001-03-10","2.2"
"1I7T","2001-03-10","2.8"
"1I7U","2001-03-10","1.8"
"1I7Z","2001-03-12","2.3"
"1I85","2001-03-12","3.2"
"1I8I","2001-03-14","2.4"
"1I8K","2001-03-14","1.8"
"1I8L","2001-03-14","3"
"1I9E","2001-03-19","2.5"
"1I9I","2001-03-20","2.72"
"1I9J","2001-03-20","2.6"
"1IBG","1994-10-25","2.7"
"1IEH","2001-04-09"
"1IFR","2001-04-13","1.4"
"1IL1","2001-05-07","2.2"
"1IM9","2001-05-10","2.8"
"1INQ","2001-05-14","2.2"
"1IQW","2001-08-10","2.5"
"1IT9","2002-01-11","2.8"
"1IV5","2002-03-14","2.6"
"1IW2","2002-04-11","1.9"
"1J05","2002-11-01","1.5"
"1J4V","2001-11-21"
"1J86","2001-05-20","3.2"
"1J87","2001-05-20","3.2"
"1J88","2001-05-20","3.2"
"1J89","2001-05-20","4.1"
"1J8H","2001-05-21","2.4"
"1JA3","2001-05-29","3"
"1JBJ","2001-06-05"
"1JE6","2001-06-15","2.5"
"1JF1","2001-06-19","1.85"
"1JFM","2001-06-21","2.85"
"1JFQ","2001-06-21","1.9"
"1JGD","2001-06-25","1.9"
"1JGE","2001-06-25","2.1"
"1JGL","2001-06-26","2.15"
"1JGU","2001-06-26","1.8"
"1JGV","2001-06-26","1.85"
"1JHK","2001-06-28","2.51"
"1JHT","2001-06-28","2.15"
"1JK8","2001-07-11","2.4"
"1JL4","2001-07-15","4.3"
"1JN6","2001-07-23","2.7"
"1JNH","2001-07-24","2.85"
"1JNJ","2001-07-24"
"1JNL","2001-07-24","3"
"1JNN","2001-07-24","3.2"
"1JNP","2001-07-24","2.5"
"1JP5","2001-08-01","2.7"
"1JPF","2001-08-02","2.18"
"1JPG","2001-08-02","2.2"
"1JPS","2001-08-03","1.85"
"1JPT","2001-08-03","1.85"
"1JPY","2001-08-03","2.85"
"1JUF","2001-08-24","2"
"1JVK","2001-08-30","1.94"
"1JWM","2001-09-04","2.7"
"1JWS","2001-09-05","2.6"
"1JWU","2001-09-05","2.3"
"1K2D","2001-09-26","2.2"
"1K5N","2001-10-11","1.09"
"1K6Q","2001-10-17","2.4"
"1K8D","2001-10-23","2.3"
"1K8I","2001-10-24","3.1"
"1KA6","2001-10-31"
"1KA7","2001-10-31"
"1KBG","1998-08-28","2.2"
"1KC5","2001-11-07","2.5"
"1KCG","2001-11-08","2.6"
"1KCR","2001-11-11","2.9"
"1KCS","2001-11-11","2.5"
"1KCU","2001-11-11","2.2"
"1KCV","2001-11-11","1.8"
"1KFA","2001-11-20","2.8"
"1KGC","2001-11-26","1.5"
"1KJ2","2001-12-04","2.71"
"1KJ3","2001-12-04","2.3"
"1KJM","2001-12-04","2.35"
"1KJV","2001-12-05","1.48"
"1KN2","2001-12-18","1.9"
"1KN4","2001-12-18","1.9"
"1KPR","2002-01-02","2.8"
"1KPU","2002-01-02","1.5"
"1KPV","2002-01-02","1.71"
"1KT2","2002-01-15","2.8"
"1KTD","2002-01-15","2.4"
"1KTK","2002-01-16","3"
"1KTL","2002-01-16","3.1"
"1KTR","2002-01-17","2.7"
"1KZQ","2002-02-07","1.7"
"1L0X","2002-02-14","2.8"
"1L0Y","2002-02-14","2.5"
"1L2H","2002-02-21","1.54"
"1L3H","2002-02-27"
"1L6X","2002-03-14","1.65"
"1L7I","2002-03-15","1.8"
"1L7T","2002-03-17","2.1"
"1L8W","2002-03-21","2.3"
"1LDS","2002-04-09","1.8"
"1LEG","2002-04-09","1.75"
"1LEK","2002-04-09","2.15"
"1LF7","2002-04-10","1.2"
"1LGV","2002-04-16","1.95"
"1LHZ","2002-04-17","2.3"
"1LJT","2002-04-22","2"
"1LK2","2002-04-23","1.35"
"1LK3","2002-04-23","1.91"
"1LMI","2002-05-01","1.5"
"1LO0","2002-05-05","2"
"1LO2","2002-05-06","2"
"1LO3","2002-05-06","2.3"
"1LO4","2002-05-06","2.4"
"1LP1","2002-05-07","2.3"
"1LP9","2002-05-07","2"
"1LQS","2002-05-13","2.7"
"1LY2","2002-06-06","1.8"
"1M05","2002-06-11","1.9"
"1M4K","2002-07-03","2.3"
"1M4V","2002-07-05","1.9"
"1M6O","2002-07-17","1.6"
"1M71","2002-07-18","2.8"
"1M7D","2002-07-19","2.3"
"1M7I","2002-07-19","2.5"
"1MCC","1993-02-25","2.7"
"1MCI","1993-02-25","2.7"
"1MCL","1993-02-25","2.7"
"1MCN","1993-02-25","2.7"
"1MD6","2002-08-07","1.6"
"1MEX","2002-08-08","1.25"
"1MH5","2002-08-19","2.1"
"1MHH","2002-08-20","2.1"
"1MHP","2002-08-20","2.8"
"1MHX","2002-08-21","1.8"
"1MI0","2002-08-21","1.85"
"1MI5","2002-08-21","2.5"
"1MIE","2002-08-23","1.95"
"1MJ7","2002-08-27","2.25"
"1MJ8","2002-08-27","1.75"
"1MJJ","2002-08-28","2.1"
"1MJN","2002-08-28","1.3"
"1MJU","2002-08-28","1.22"
"1MKF","2002-08-29","2.1"
"1ML0","2002-08-29","2.8"
"1MLB","1995-03-08","2.1"
"1MNU","1999-04-30","2.5"
"1MOE","2002-09-09","2.6"
"1MPU","2002-09-12","2.5"
"1MQ8","2002-09-15","3.3"
"1MQ9","2002-09-15","2"
"1MQA","2002-09-15","2.5"
"1MQK","2002-09-16","1.28"
"1MUJ","2002-09-23","2.15"
"1MVF","2002-09-25","1.65"
"1MVU","2002-09-26","1.78"
"1MWA","2002-09-27","2.4"
"1N0X","2002-10-15","1.8"
"1N1F","2002-10-17","1.95"
"1N2R","2002-10-24","1.7"
"1N3N","2002-10-29","3"
"1N4X","2002-11-02","1.7"
"1N59","2002-11-05","2.95"
"1N5A","2002-11-05","2.85"
"1N64","2002-11-08","2.34"
"1N6U","2002-11-12"
"1N6V","2002-11-12"
"1N7M","2002-11-15","1.8"
"1NAK","2002-11-27","2.57"
"1NAM","2002-11-28","2.7"
"1NAN","2002-11-28","2.3"
"1NBQ","2002-12-03","2.9"
"1NC2","2002-12-04","2.1"
"1NC4","2002-12-04","2.25"
"1NCN","2002-12-05","2.7"
"1NCW","2002-12-05","1.3"
"1ND0","2002-12-05","2.45"
"1NEZ","2002-12-12","2.1"
"1NGW","2002-12-18","2.6"
"1NGX","2002-12-18","1.8"
"1NGY","2002-12-18","2.2"
"1NGZ","2002-12-18","1.6"
"1NJ9","2002-12-30","2.35"
"1NKO","2003-01-03","1.45"
"1NL0","2003-01-06","2.2"
"1NLB","2003-01-07","1.6"
"1NPU","2003-01-20","2"
"1NTJ","2003-01-30"
"1NTL","2003-01-30"
"1NYO","2003-02-13"
"1O0V","2002-09-06","2.6"
"1OAQ","2003-01-21","1.5"
"1OAR","2003-01-21","2.23"
"1OAU","2003-01-21","1.8"
"1OAX","2003-01-21","2.67"
"1OAY","2003-01-21","2.66"
"1OAZ","2003-01-21","2.78"
"1OB1","2003-01-22","2.9"
"1OCW","2003-02-11","2"
"1OEY","2003-04-02","2"
"1OF2","2003-04-04","2.2"
"1OGT","2003-05-13","1.47"
"1ONQ","2003-02-28","2.15"
"1OQE","2003-03-07","2.5"
"1OQO","2003-03-10","2.3"
"1OQX","2003-03-11","2.6"
"1OSG","2003-03-19","3"
"1OSX","2003-03-20"
"1OVZ","2003-03-27","3"
"1OW0","2003-03-27","3.1"
"1P1Z","2003-04-14","3.26"
"1P4B","2003-04-22","2.35"
"1P4I","2003-04-23","2.8"
"1P4L","2003-04-23","2.9"
"1P6F","2003-04-29","2.2"
"1P7E","2003-05-01"
"1P7F","2003-05-01"
"1P7K","2003-05-02","1.75"
"1P7Q","2003-05-05","3.4"
"1PEW","2003-05-22","1.6"
"1PG7","2003-05-27","2.5"
"1PK6","2003-06-05","1.85"
"1PKO","2003-06-06","1.45"
"1PKQ","2003-06-06","3"
"1POQ","2003-06-16"
"1PPQ","2003-06-17"
"1PSZ","1998-10-13","2"
"1PW3","2003-06-30","1.9"
"1PW6","2003-06-30","2.6"
"1PY2","2003-07-07","2.8"
"1PY9","2003-07-08","1.8"
"1PZ5","2003-07-09","1.8"
"1Q0X","2003-07-17","1.6"
"1Q0Y","2003-07-17","2"
"1Q1J","2003-07-21","2.5"
"1Q2N","2003-07-25"
"1Q72","2003-08-15","1.7"
"1Q94","2003-08-22","2.4"
"1Q9K","2003-08-25","1.96"
"1Q9L","2003-08-25","2.28"
"1Q9O","2003-08-25","1.79"
"1Q9W","2003-08-26","1.75"
"1QA9","1999-04-13","3.2"
"1QAC","1999-02-25","1.8"
"1QD0","1999-07-08","2.5"
"1QE6","1999-07-13","2.35"
"1QFO","1999-04-12","1.85"
"1QFW","1999-04-15","3.5"
"1QKZ","1999-08-17","1.95"
"1QNZ","1999-10-26"
"1QP1","1999-05-30","2.06"
"1QQD","1999-06-03","2.7"
"1QQF","1999-06-04","1.45"
"1QR1","1999-06-17","2.4"
"1QRN","1999-06-14","2.8"
"1QSE","1999-06-21","2.8"
"1QSF","1999-06-21","2.8"
"1QSJ","1999-06-22","1.9"
"1QVO","2003-08-28","2.22"
"1QYG","2003-09-10","1.81"
"1R24","1998-11-05","3.1"
"1R3H","2003-10-02","2.5"
"1R5I","2003-10-10","2.6"
"1R70","2003-10-17"
"1R88","2003-10-23","1.71"
"1RD4","2003-11-05","2.4"
"1RFD","2003-11-07","2.09"
"1RHH","2003-11-14","1.9"
"1RIH","2003-11-17","2.5"
"1RIU","2003-11-18","2"
"1RIV","2003-11-18","2.2"
"1RJL","2003-11-19","2.6"
"1RJY","2003-11-20","1.9"
"1RJZ","2003-11-20","2.6"
"1RK0","2003-11-20","2.61"
"1RK1","2003-11-20","2.1"
"1RU9","2003-12-11","2.5"
"1RUA","2003-12-11","1.75"
"1RUK","2003-12-11","1.4"
"1RUL","2003-12-11","1.88"
"1RUM","2003-12-11","1.48"
"1RUP","2003-12-11","1.4"
"1RUQ","2003-12-11","1.86"
"1RUR","2003-12-11","1.5"
"1RZ7","2003-12-24","2"
"1RZ8","2003-12-24","2.3"
"1RZF","2003-12-24","1.7"
"1RZG","2003-12-24","2"
"1RZI","2003-12-24","2.9"
"1S3K","2004-01-13","1.9"
"1S5I","2004-01-21","2.7"
"1S7Q","2004-01-30","1.99"
"1S7R","2004-01-30","2.95"
"1S7S","2004-01-30","1.99"
"1S7T","2004-01-30","2.3"
"1S7U","2004-01-30","2.2"
"1S7V","2004-01-30","2.2"
"1S7W","2004-01-30","2.4"
"1S7X","2004-01-30","2.41"
"1S8D","2004-02-02","2.2"
"1S9V","2004-02-05","2.22"
"1S9W","2004-02-05","2.2"
"1S9X","2004-02-05","2.5"
"1S9Y","2004-02-05","2.3"
"1SBB","1999-02-22","2.4"
"1SEQ","2004-02-18","1.78"
"1SHM","2004-02-26","1.9"
"1SJE","2004-03-03","2.45"
"1SJH","2004-03-03","2.25"
"1SJX","2004-03-04","2.2"
"1SK3","2004-03-04","2.8"
"1SK4","2004-03-04","1.65"
"1SMO","2004-03-09","1.47"
"1SS1","2004-03-23"
"1SVZ","2004-03-30","1.89"
"1SXR","2004-03-31","1.56"
"1SYS","2004-04-01","2.4"
"1SYV","2004-04-02","1.7"
"1T04","2004-04-07","3"
"1T0M","2004-04-12","2"
"1T0N","2004-04-12","1.8"
"1T0P","2004-04-12","1.66"
"1T1W","2004-04-19","2.2"
"1T1X","2004-04-19","2.2"
"1T1Y","2004-04-19","2"
"1T1Z","2004-04-19","1.9"
"1T20","2004-04-19","2.2"
"1T21","2004-04-19","2.19"
"1T22","2004-04-19","2.2"
"1T2J","2004-04-21","1.5"
"1T2Q","2004-04-22","1.83"
"1T3F","2004-04-26","2"
"1T4K","2004-04-29","2.5"
"1T4Q","2004-04-30","2.1"
"1T5W","2004-05-05","2.4"
"1T5X","2004-05-05","2.5"
"1T66","2004-05-05","2.3"
"1T83","2004-05-11","3"
"1T89","2004-05-11","3.5"
"1T8C","2004-05-12"
"1T8D","2004-05-12"
"1TOO","2004-06-14","2.1"
"1TP0","2004-06-15","2.2"
"1TVB","2004-06-29","1.8"
"1TVH","2004-06-29","1.802"
"1TWE","2004-06-30","2.1"
"1TWM","2004-07-01","2.26"
"1TY0","2004-07-06","1.75"
"1TY2","2004-07-07","2"
"1TZG","2004-07-09","2.2"
"1TZH","2004-07-09","2.6"
"1TZI","2004-07-10","2.8"
"1U0Q","2004-07-14","1.6"
"1U3H","2004-07-21","2.42"
"1U58","2004-07-27","1.9"
"1U6A","2004-07-29","2.81"
"1U8H","2004-08-06","2.1"
"1U8I","2004-08-06","2"
"1U8J","2004-08-06","2.24"
"1U8K","2004-08-06","2.24"
"1U8L","2004-08-06","2.6"
"1U8M","2004-08-06","2.4"
"1U8N","2004-08-06","2.56"
"1U8O","2004-08-06","3.02"
"1U8P","2004-08-06","3.23"
"1U8Q","2004-08-06","2.24"
"1U91","2004-08-09","2.24"
"1U92","2004-08-09","2.24"
"1U93","2004-08-09","2.37"
"1U95","2004-08-09","2.24"
"1U9K","2004-08-09","1.76"
"1UB5","2003-03-30","2"
"1UB6","2003-03-30","2.12"
"1UCT","2003-04-21","2.1"
"1UFU","2003-06-10","3"
"1UGN","2003-06-17","1.8"
"1UJZ","2003-08-13","2.1"
"1UM4","2003-09-23","1.8"
"1UM5","2003-09-23","1.6"
"1UM6","2003-09-23","1.8"
"1UVQ","2004-01-22","1.8"
"1UWX","2004-02-12","2.2"
"1UYW","2004-03-03","2"
"1UZ6","2004-03-05","2.05"
"1UZ8","2004-03-05","1.8"
"1VDG","2004-03-22","2.8"
"1VER","2004-04-05","2.82"
"1VES","2004-04-05","2.18"
"1VF8","2004-04-09","1.31"
"1VGK","2004-04-27","2.06"
"1VPO","2004-11-15","2.15"
"1W0V","2004-06-14","2.27"
"1W0W","2004-06-14","2.11"
"1W2R","2004-07-08"
"1W2S","2004-07-08"
"1W72","2004-08-27","2.15"
"1WBX","2004-11-05","1.9"
"1WBY","2004-11-05","2.3"
"1WBZ","2004-11-05","2"
"1WCB","2004-11-12","2.5"
"1WGL","2004-05-28"
"1WT5","2004-11-16","2.1"
"1WWL","2005-01-06","2.5"
"1WZ1","2005-02-21","1.85"
"1X7Q","2004-08-16","1.45"
"1X9Q","2004-08-24","1.5"
"1XAU","2004-08-26","1.8"
"1XCQ","2004-09-03","3.5"
"1XCT","2004-09-03","3.05"
"1XDD","2004-09-06","2.2"
"1XDG","2004-09-06","2.1"
"1XED","2004-09-10","1.9"
"1XEE","2004-09-10"
"1XF3","2004-09-13","2.3"
"1XF4","2004-09-13","2.5"
"1XF5","2004-09-14","2.6"
"1XGP","2004-09-17","2.1"
"1XGQ","2004-09-17","2.1"
"1XGR","2004-09-17","2.1"
"1XGT","2004-09-17","2.1"
"1XGU","2004-09-17","2.1"
"1XGY","2004-09-17","2.71"
"1XH3","2004-09-17","1.48"
"1XR8","2004-10-14","2.3"
"1XT5","2004-10-21","1.15"
"1XUO","2004-10-26","1.8"
"1XXG","2004-11-05","2.2"
"1XZ0","2004-11-11","2.8"
"1Y0L","2004-11-15","2.5"
"1Y18","2004-11-17","2.8"
"1Y6K","2004-12-06","2.52"
"1Y6M","2004-12-06","2.8"
"1Y6N","2004-12-06","2.7"
"1YC7","2004-12-22","1.6"
"1YC8","2004-12-22","2.7"
"1YCK","2004-12-22","1.7"
"1YDP","2004-12-25","1.9"
"1YEI","1998-08-13","1.9"
"1YEJ","1998-08-13","1.85"
"1YEK","1998-08-13","2.1"
"1YJG","2005-01-14","2.22"
"1YMH","2005-01-21","2.6"
"1YMM","2005-01-21","3.5"
"1YN6","2005-01-23","2.2"
"1YN7","2005-01-24","2.2"
"1YNK","2005-01-24","2.1"
"1YNL","2005-01-24","1.7"
"1YNT","2005-01-25","3.1"
"1YPO","2005-01-31","3"
"1YPQ","2005-01-31","1.4"
"1YPU","2005-01-31","2.05"
"1YPZ","2005-01-31","3.4"
"1YQV","2005-02-02","1.7"
"1YUH","1996-01-30","3"
"1YXE","2005-02-21"
"1YY8","2005-02-24","2"
"1Z2K","2005-03-08"
"1Z5L","2005-03-18","2.2"
"1Z92","2005-03-31","2.8"
"1ZA6","2005-04-05","2.8"
"1ZAN","2005-04-06","1.7"
"1ZEA","2005-04-18","1.78"
"1ZGL","2005-04-21","2.8"
"1ZHB","2005-04-25","2.7"
"1ZHK","2005-04-26","1.6"
"1ZHL","2005-04-26","1.5"
"1ZIW","2005-04-27","2.1"
"1ZS8","2005-07-22","3"
"1ZSD","2005-05-24","1.7"
"1ZT1","2005-05-26","2.5"
"1ZT4","2005-05-26","3"
"1ZT7","2005-05-26","3"
"1ZVO","2005-06-02"
"1ZVS","2005-06-02","2.8"
"2A0Z","2005-06-17","2.4"
"2A1W","2005-06-21","2.7"
"2A55","2005-06-30"
"2A6D","2005-07-02","2.9"
"2A6I","2005-07-02","2.5"
"2A6J","2005-07-02","2.7"
"2A6K","2005-07-03","3"
"2A73","2005-07-04","3.3"
"2A74","2005-07-04","2.4"
"2A77","2005-07-04","1.8"
"2A83","2005-07-07","1.4"
"2A9M","2005-07-12","2.1"
"2A9N","2005-07-12","3"
"2AAB","2005-07-13","2.5"
"2ADG","2005-07-20","2.5"
"2ADI","2005-07-20","2.8"
"2ADJ","2005-07-20","2.9"
"2AEP","2005-07-23","2.1"
"2AGJ","2005-07-27","2.6"
"2AI0","2005-07-28","2.2"
"2AJ3","2005-08-01","2.03"
"2AJS","2005-08-02","1.7"
"2AJU","2005-08-02","1.5"
"2AJV","2005-08-02","1.5"
"2AJX","2005-08-02","1.85"
"2AJY","2005-08-02","2.1"
"2AJZ","2005-08-02","2.3"
"2AK1","2005-08-02","1.85"
"2AK4","2005-08-03","2.5"
"2AKR","2005-08-03","1.9"
"2AP2","1999-03-22","2.4"
"2APB","2005-08-16","1.8"
"2APF","2005-08-16","1.8"
"2APH","2005-08-16","2.1"
"2APT","2005-08-16","2"
"2APV","2005-08-16","1.9"
"2APW","2005-08-16","2"
"2APX","2005-08-16","1.8"
"2AQ1","2005-08-17","2.1"
"2AQ2","2005-08-17","1.8"
"2AQ3","2005-08-17","2.3"
"2ARJ","2005-08-19","2.88"
"2ATP","2005-08-25","2.4"
"2ATY","2005-08-26"
"2AV1","2005-08-29","1.95"
"2AV7","2005-08-29","2.05"
"2AW2","2005-08-31","2.8"
"2AXH","2005-09-05","2.7"
"2AXJ","2005-09-05","2.65"
"2B0S","2005-09-14","2.3"
"2B1A","2005-09-15","2.348"
"2B1H","2005-09-15","2"
"2B2X","2005-09-19","2.2"
"2BC4","2005-10-18","2.27"
"2BCK","2005-10-19","2.8"
"2BDN","2005-10-20","2.53"
"2BJM","2005-02-04","2.15"
"2BL7","2005-03-02","2.2"
"2BMK","2005-03-14","2.3"
"2BO2","2005-04-07","2.6"
"2BOU","2005-04-14","1.9"
"2BOX","2005-04-14","2.5"
"2BRR","2005-05-11","1.95"
"2BVE","2005-06-27","2.2"
"2BX5","2005-07-22","2.7"
"2BZM","2005-08-18"
"2C1O","2005-09-19","2.75"
"2C1P","2005-09-19","2"
"2CB3","2005-12-29","2.4"
"2CD0","1999-03-08","1.8"
"2CFE","2006-02-20","1.5"
"2CJU","2006-04-09","2.5"
"2CLV","2006-05-02","1.9"
"2CLZ","2006-05-03","1.9"
"2CMR","2006-05-11","2"
"2COQ","2005-05-18","2.1"
"2CPC","2005-05-19"
"2CR2","2005-05-20"
"2CRN","2005-05-20"
"2CRY","2005-05-20"
"2D03","2005-07-23","1.97"
"2D39","2005-09-26","1.9"
"2D3V","2005-10-03","1.85"
"2D4D","2005-10-17","2.1"
"2D4F","2005-10-18","1.7"
"2D7T","2005-11-29","1.7"
"2D9K","2005-12-10"
"2DBG","2005-12-15"
"2DDQ","2006-02-02","2.35"
"2DHK","2006-03-24"
"2DHY","2006-03-27"
"2DL2","1999-03-08","3"
"2DLF","1998-12-17","1.55"
"2DLI","1999-03-08","2.9"
"2DO4","2006-04-27"
"2DQT","2006-05-30","1.8"
"2DQU","2006-05-30","1.7"
"2DRU","2006-06-15","2.6"
"2DTM","2006-07-13","2.25"
"2DTS","2006-07-14","2.2"
"2DYP","2006-09-15","2.5"
"2E27","2006-11-08","1.7"
"2E7L","2007-01-11","2.5"
"2EH7","2007-03-05","2.5"
"2EH8","2007-03-05","2.6"
"2EHF","2007-03-06"
"2ESV","2005-10-27","2.6"
"2EYR","2005-11-09","2.4"
"2EYS","2005-11-09","2.21"
"2EYT","2005-11-09","2.6"
"2F08","2005-11-12","2.2"
"2F53","2005-11-25","2.1"
"2F54","2005-11-25","2.7"
"2F58","1998-10-23","2.8"
"2F74","2005-11-30","2.7"
"2F8O","2005-12-02","1.7"
"2FAT","2005-12-07","1.77"
"2FBO","2005-12-09","1.85"
"2FCB","1999-01-07","1.74"
"2FGW","1994-01-16","3"
"2FIK","2005-12-29","1.8"
"2FJF","2006-01-02","2.65"
"2FL5","2006-01-05","3"
"2FO4","2006-01-12","2.7"
"2FRG","2006-01-19","1.19"
"2FX7","2006-02-03","1.76"
"2FX8","2006-02-03","2.2"
"2FX9","2006-02-03","2.1"
"2FYY","2006-02-08","1.5"
"2FZ3","2006-02-09","1.9"
"2G2B","2006-02-15"
"2G2R","2006-02-16","2.75"
"2G60","2006-02-23","1.85"
"2G75","2006-02-27","2.28"
"2G7I","2006-02-28","1.75"
"2G9H","2006-03-06","2"
"2GA0","2006-03-07","2.7"
"2GAZ","2006-03-09","2.61"
"2GCY","2006-03-14","2.5"
"2GIT","2006-03-29","1.7"
"2GJ6","2006-03-30","2.56"
"2GJJ","2006-03-31","2.1"
"2GJZ","2006-03-31","2.65"
"2GK0","2006-03-31","2.45"
"2GKI","2006-04-02","2.88"
"2GSG","2006-04-26","2.1"
"2GSI","2006-04-26","2.81"
"2GSX","2006-04-27"
"2GT9","2006-04-27","1.75"
"2GTW","2006-04-28","1.548"
"2GTZ","2006-04-28","1.7"
